property_id,address,city,neighborhood,latitude,longitude,property_type,year_built,sale_date,condition,finished_basement,renovated,near_transit,backs_onto_park,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,garage_spaces,sale_price
AB-00490,557 Maple Rd,Edmonton,Rutherford,53.585044,-113.522117,Duplex,1971.0,2024-07-12,Poor,False,True,False,False,4,2.0,1071,1734.0,0,277000
AB-00491,3205 Aspen Ave,Sherwood Park,Emerald Hills,53.502122,-113.240088,Townhouse,2001.0,2023-05-01,Average,False,True,True,False,2,2.5,1216,946.0,2,395000
AB-00492,6145 Maple St,Edmonton,Rutherford,53.563662,-113.443517,Townhouse,1995.0,2023-04-15,Good,True,False,False,True,2,2.0,1212,1880.0,0,415000
AB-00493,2277 Park Ave,Calgary,Mahogany,51.030229,-114.060187,Detached,2009.0,2024-07-04,Good,True,False,False,False,3,2.5,1788,3608.0,2,789000
AB-00494,2132 Park Ave,Calgary,Auburn Bay,51.042997,-114.070424,Detached,1961.0,2025-10-02,Average,False,True,False,False,4,2.5,1519,5612.0,2,566000
AB-00495,5485 River Rd,Edmonton,Summerside,53.577257,-113.447214,Townhouse,2016.0,2026-04-29,Good,False,False,False,False,2,2.5,1292,1337.0,2,406000
AB-00496,3744 Aspen Blvd,Edmonton,Laurel,53.523349,-113.497555,Detached,1991.0,2025-12-03,Good,False,True,False,True,3,2.0,1531,3404.0,3,555000
AB-00497,1380 Cedar Blvd,Edmonton,Oliver,53.510961,-113.484473,Condo,1986.0,2025-11-18,Average,True,True,True,False,1,1.0,647,,1,198000
AB-00498,7812 Cedar Blvd,Calgary,Bridgeland,51.025566,-114.084124,Detached,2010.0,2025-03-22,Average,False,False,False,True,5,2.0,1625,5412.0,3,850000
AB-00499,7696 Park Blvd,Calgary,Kensington,51.073741,-114.035387,Duplex,1982.0,2024-11-10,Average,False,True,True,False,4,2.5,1825,1890.0,0,657000
AB-00500,6565 Prairie Rd,Edmonton,Summerside,53.506811,-113.535088,Detached,2011.0,2025-07-28,Excellent,False,False,False,True,5,3.5,2318,7045.0,2,1142000
AB-00501,8105 Prairie Rd,Airdrie,Reunion,51.311002,-113.999073,Condo,2004.0,2024-08-11,Average,True,False,True,False,1,2.0,909,,2,259000
AB-00502,2514 Park Ave,Airdrie,Bayside,51.332636,-114.024723,Townhouse,1993.0,2024-07-30,Good,False,True,False,False,3,2.5,1018,2323.0,1,309000
AB-00503,7093 Park Rd,Airdrie,Reunion,51.311722,-114.017199,Townhouse,2014.0,2024-12-10,Fair,False,False,True,False,4,1.5,967,2057.0,2,288000
AB-00504,6620 Prairie Rd,Leduc,Meadowview,53.223712,-113.55036,Detached,1994.0,2025-12-18,Good,False,True,True,False,4,3.5,1799,5877.0,2,660000
AB-00505,8334 Maple Blvd,Calgary,Aspen Woods,51.040098,-114.034728,Duplex,1985.0,2025-11-03,Average,True,True,True,False,2,2.0,1513,2541.0,2,670000
AB-00506,6288 Maple Rd,Edmonton,Rutherford,53.594451,-113.551952,Semi-Detached,1970.0,2026-05-09,Average,False,False,False,True,4,1.5,1068,4599.0,1,334000
AB-00507,8620 Park Blvd,Edmonton,Glenora,53.556398,-113.504348,Townhouse,1960.0,2025-06-28,Average,False,False,False,False,3,1.5,1224,1931.0,0,369000
AB-00508,1741 Maple Blvd,Edmonton,Summerside,53.514033,-113.531232,Condo,2005.0,2023-04-24,Good,False,False,True,False,2,1.0,698,,0,216000
AB-00509,3179 Maple Rd,Leduc,Black Stone,53.283272,-113.482374,Condo,2020.0,2025-06-05,Average,False,False,False,False,2,1.0,692,,1,169000
AB-00510,1745 Prairie Blvd,Edmonton,Westmount,53.56262,-113.490382,Detached,2020.0,2025-11-21,Excellent,False,False,False,False,4,2.0,2057,5799.0,2,1048000
AB-00511,7411 Maple Blvd,Red Deer,Clearview,52.29852,-113.771272,Detached,2019.0,2025-10-05,Fair,True,True,False,False,5,2.5,2167,3714.0,2,673000
AB-00512,7903 Prairie St,Edmonton,Glenora,53.538774,-113.445516,Detached,1988.0,2024-12-08,Good,False,False,False,False,5,4.0,1967,6019.0,2,1006000
AB-00513,9306 Cedar Ave,Edmonton,Windermere,53.556734,-113.46133,Townhouse,2008.0,2026-02-10,Good,True,True,True,False,3,2.5,1153,1109.0,1,474000
AB-00514,9767 Aspen Ave,Edmonton,Windermere,53.570352,-113.521064,Townhouse,1960.0,2025-04-01,Average,True,False,False,False,2,2.0,1713,1130.0,1,585000
AB-00515,8289 Prairie Blvd,Calgary,Bridgeland,51.025466,-114.033219,Detached,1997.0,2025-08-22,Good,True,False,False,False,3,3.5,2846,4280.0,2,1340000
AB-00516,3634 Cedar Rd,Calgary,Aspen Woods,50.977511,-114.072523,Semi-Detached,2021.0,2025-05-19,Good,True,False,True,False,3,2.0,1536,3220.0,2,795000
AB-00517,5000 Prairie Ave,Sherwood Park,Emerald Hills,53.497222,-113.259106,Townhouse,2022.0,2022-11-25,Good,True,False,False,False,2,3.0,1226,2521.0,0,424000
AB-00518,5398 Aspen St,Calgary,Kensington,51.056602,-114.046222,Semi-Detached,2010.0,2024-06-12,Fair,True,False,False,False,3,2.5,1466,3832.0,0,614000
AB-00519,9531 Maple Ave,Calgary,Mahogany,51.00672,-114.109043,Detached,2006.0,2025-03-28,Good,False,True,True,False,5,2.5,1800,4465.0,2,1013000
AB-00520,6719 River St,Calgary,Beltline,50.998414,-114.050216,Detached,1979.0,2025-04-28,Good,False,False,False,False,4,2.5,2510,3578.0,2,1055000
AB-00521,2066 Maple St,Calgary,Kensington,51.040309,-114.057145,Duplex,2016.0,2024-08-21,Average,False,False,True,False,4,2.5,1603,2621.0,1,654000
AB-00522,2151 Maple Rd,Calgary,Aspen Woods,51.014901,-114.064015,Townhouse,2015.0,2024-12-05,Average,True,False,True,False,2,2.5,795,1685.0,1,415000
AB-00523,3499 Prairie St,Calgary,Auburn Bay,51.076963,-114.050179,Detached,1975.0,2024-10-03,Good,False,True,False,False,5,3.0,2115,4823.0,2,897000
AB-00524,8392 Park Rd,Edmonton,Summerside,53.506519,-113.472487,Townhouse,1970.0,2023-12-16,Excellent,False,False,True,False,2,2.0,1501,,1,463000
AB-00525,8663 Park Way,Airdrie,Hillcrest,51.259546,-114.033182,Condo,,2025-11-06,Good,False,False,True,True,1,1.0,972,,0,293000
AB-00526,7014 Maple Way,Edmonton,Summerside,53.578246,-113.549857,Condo,1976.0,2025-05-14,Good,False,True,False,False,2,1.0,1064,,0,311000
AB-00527,9334 Prairie Way,Red Deer,Timberlands,52.260504,-113.825082,Semi-Detached,1984.0,2025-04-05,Good,False,False,False,False,2,2.5,1337,2193.0,2,412000
AB-00528,1557 Park Rd,Fort McMurray,Thickwood,56.706933,-111.333038,Detached,1968.0,2026-01-10,Average,False,True,True,False,3,2.0,2144,3546.0,2,738000
AB-00529,8121 Maple Way,Fort McMurray,Abasand,56.660903,-111.294807,Condo,1999.0,2024-10-31,Average,False,False,False,False,2,1.0,501,,1,123000
AB-00530,2190 Park St,Edmonton,Rutherford,53.453849,-113.493648,Detached,2011.0,2025-12-31,Average,False,True,False,False,5,3.0,1559,5841.0,2,620000
AB-00531,5899 Cedar Way,Airdrie,Bayside,51.294699,-114.056044,Townhouse,1983.0,2025-03-27,Average,False,False,False,False,2,2.5,1581,1293.0,1,416000
AB-00532,4032 Maple Ave,Calgary,Kensington,51.030416,-114.116712,Condo,1970.0,2026-03-14,Fair,False,False,False,False,2,1.0,653,,0,190000
AB-00533,3215 Prairie St,Fort McMurray,Abasand,56.728038,-111.444187,Townhouse,1975.0,2024-06-19,Average,False,False,False,False,4,1.5,1564,1682.0,1,372000
AB-00534,6113 River Way,Airdrie,Hillcrest,51.252781,-113.948512,Townhouse,1988.0,2026-04-17,Average,False,False,False,True,2,2.0,1337,3110.0,0,392000
AB-00535,3590 Maple Way,Airdrie,Kings Heights,51.353252,-113.997655,Condo,2021.0,2025-07-31,Average,False,False,False,False,3,2.0,911,,0,251000
AB-00536,184 Park Ave,Airdrie,Hillcrest,51.334525,-113.965059,Condo,1998.0,2026-05-30,Average,True,False,True,False,1,1.0,838,,1,216000
AB-00537,5003 Park Blvd,Edmonton,Windermere,53.538996,-113.529802,Condo,2020.0,2022-12-07,Average,False,True,False,False,1,2.0,559,,0,195000
AB-00538,759 River Blvd,Edmonton,Laurel,53.544601,-113.491189,Duplex,1974.0,2025-07-04,Average,False,True,True,False,2,3.0,1796,2479.0,2,564000
AB-00539,6651 Aspen Blvd,Red Deer,West Park,52.275495,-113.757196,Detached,1976.0,2026-02-18,Average,False,True,True,True,4,3.0,938,4471.0,2,299000
AB-00540,4723 Cedar St,Red Deer,Clearview,52.245862,-113.864735,Townhouse,2015.0,2025-09-28,Average,False,False,True,False,3,3.0,880,2109.0,1,225000
AB-00541,8330 Aspen Ave,Edmonton,Terwillegar,53.524934,-113.59305,Condo,1973.0,2024-10-11,Good,False,True,True,False,1,2.0,809,,0,260000
AB-00542,8701 Park Ave,Edmonton,Summerside,53.568903,-113.544996,Condo,1966.0,2025-03-29,Average,False,False,False,False,2,1.5,1130,,0,277000
AB-00543,954 Prairie Rd,Edmonton,Terwillegar,53.567058,-113.463725,Condo,1983.0,2025-02-10,Fair,True,False,False,False,2,1.0,848,,1,215000
AB-00544,6020 Prairie Way,Calgary,Seton,51.095654,-114.040197,Detached,1976.0,2025-05-24,Average,True,True,False,True,3,2.0,1986,5748.0,2,825000
AB-00545,1716 Maple Way,Edmonton,Windermere,53.560442,-113.532549,Detached,1984.0,2025-08-04,Good,False,False,True,False,6,3.5,1987,6892.0,2,946000
AB-00546,7447 Prairie St,Edmonton,Summerside,53.529318,-113.480454,Detached,2004.0,2024-03-31,Good,False,False,False,False,5,3.5,2264,4668.0,2,934000
AB-00547,6612 Cedar Way,Edmonton,Terwillegar,53.605599,-113.445581,Townhouse,1984.0,2024-03-24,Good,True,False,False,False,2,1.5,1399,1955.0,1,469000
AB-00548,8501 Cedar Way,Calgary,Aspen Woods,51.058627,-113.990481,Detached,1961.0,2024-12-18,Good,True,False,True,False,3,3.0,2373,3960.0,2,1151000
AB-00549,4530 Maple Ave,Edmonton,Summerside,53.507963,-113.529114,Detached,1995.0,2023-11-06,Excellent,False,True,True,False,3,2.0,1568,4417.0,1,686000
AB-00550,1038 Prairie St,Calgary,Kensington,51.045247,-114.031298,Condo,1997.0,2025-10-27,Average,False,True,True,True,3,1.0,540,,0,191000
AB-00551,3714 Park Rd,Red Deer,Lancaster,52.30417,-113.840803,Detached,1986.0,2024-09-02,Good,False,False,True,False,5,3.0,2633,5812.0,2,884000
AB-00552,8136 Prairie Ave,St. Albert,Oakmont,53.636514,-113.600704,Detached,1982.0,2026-05-18,Average,True,False,False,False,4,3.0,1458,6268.0,2,526000
AB-00553,2349 Prairie St,Edmonton,Oliver,53.512908,-113.472956,Detached,1972.0,2025-05-18,Good,True,True,True,False,3,4.0,1547,5916.0,3,615000
AB-00554,253 Maple Way,Airdrie,Kings Heights,51.31103,-113.986247,Detached,1961.0,2025-06-27,Good,False,True,True,False,3,2.0,2331,3720.0,2,769000
AB-00555,2116 Maple St,Leduc,Southfork,53.240541,-113.594685,Detached,1994.0,2025-08-09,Good,True,False,False,True,4,2.5,2211,5512.0,2,716000
AB-00556,1941 Cedar Ave,Edmonton,Summerside,53.549437,-113.505655,Detached,2009.0,2023-10-23,Good,True,False,False,False,3,3.0,2107,3322.0,2,912000
AB-00557,2561 Prairie Rd,Edmonton,Windermere,53.534569,-113.460866,Condo,1983.0,2025-08-19,Good,True,True,False,False,2,1.0,783,,1,275000
AB-00558,6499 Cedar Blvd,Airdrie,Coopers Crossing,51.237955,-113.980345,Duplex,1978.0,2026-02-13,Average,False,False,True,True,4,3.0,1538,3128.0,2,461000
AB-00559,5563 River Ave,Fort McMurray,Thickwood,56.725324,-111.385052,Duplex,2012.0,2024-11-23,Good,False,False,False,False,3,2.0,1165,2629.0,1,360000
AB-00560,146 River St,Calgary,Inglewood,50.998772,-114.043907,Semi-Detached,1971.0,2025-02-08,Average,False,False,True,False,3,3.0,1979,4065.0,1,757000
AB-00561,3779 Maple Ave,Sherwood Park,Emerald Hills,53.611629,-113.249633,Detached,2013.0,2024-06-26,Average,False,False,True,False,3,3.5,2124,6509.0,3,854000
AB-00562,2414 Maple Ave,Calgary,Kensington,51.045537,-114.087714,Townhouse,1963.0,2024-11-03,Fair,False,False,False,False,2,2.5,1611,1872.0,2,540000
AB-00563,2654 Maple St,Edmonton,Terwillegar,53.563595,-113.556769,Semi-Detached,1961.0,2025-12-13,Average,False,True,False,False,3,2.0,1304,4425.0,1,443000
AB-00564,2669 Park St,Leduc,West Haven,53.290383,-113.575956,Townhouse,1989.0,2026-01-31,Average,False,False,True,False,3,2.5,824,2112.0,1,211000
AB-00565,2800 Maple Rd,Sherwood Park,Davidson Creek,53.504138,-113.229025,Townhouse,2011.0,2025-11-21,Good,True,True,False,False,2,2.5,1838,1547.0,1,731000
AB-00566,3405 Prairie St,Calgary,Bridgeland,51.091652,-114.105312,Detached,1999.0,2026-03-13,Average,False,False,False,False,4,2.0,1951,6413.0,2,861000
AB-00567,5252 Cedar Rd,Edmonton,Laurel,53.565801,-113.533392,Detached,2010.0,2022-06-20,Average,False,False,False,False,4,4.0,2503,7222.0,2,1032000
AB-00568,2582 Prairie Blvd,Calgary,Mahogany,51.056682,-114.001963,Detached,1964.0,2024-09-06,Average,True,False,False,False,5,3.0,1711,4797.0,3,691000
AB-00569,2249 Park Rd,Red Deer,Timberlands,52.284315,-113.809242,Condo,2003.0,2025-03-24,Average,True,False,False,False,2,2.0,941,,1,230000
AB-00570,5171 Aspen St,Fort McMurray,Beacon Hill,56.735146,-111.430796,Detached,1961.0,2025-02-28,Fair,True,False,True,False,3,3.0,811,4844.0,2,256000
AB-00571,7342 Prairie Ave,Calgary,Kensington,51.099756,-114.092861,Detached,1992.0,2022-11-04,Good,False,False,True,False,5,3.0,1857,,3,910000
AB-00572,8389 Cedar Rd,Calgary,Mahogany,51.051526,-114.106023,Semi-Detached,1970.0,2022-07-11,Good,True,False,True,False,3,2.5,1527,2838.0,1,532000
AB-00573,3754 Cedar Blvd,Red Deer,Lancaster,52.239949,-113.770909,Detached,2011.0,2025-06-16,Good,False,False,False,False,5,2.5,2230,5955.0,2,739000
AB-00574,5710 Aspen Blvd,Edmonton,Windermere,53.574812,-113.495313,Condo,2002.0,2025-02-06,Fair,True,False,False,False,3,2.0,905,,0,280000
AB-00575,7856 River St,Edmonton,Summerside,53.538895,-113.527396,Detached,2006.0,2026-05-16,Good,False,False,True,False,3,3.0,1717,4964.0,2,715000
AB-00576,4350 River St,Edmonton,Windermere,53.536129,-113.505328,Detached,2013.0,2025-03-27,Average,True,False,True,False,3,3.5,1253,4610.0,2,575000
AB-00577,9289 Aspen Ave,Calgary,Auburn Bay,51.075308,-114.101139,Semi-Detached,2009.0,2024-07-25,Good,False,True,False,False,3,3.0,1531,3583.0,1,589000
AB-00578,6758 Park Way,St. Albert,Oakmont,53.618183,-113.66025,Detached,2000.0,2025-03-04,Fair,False,False,False,False,5,4.0,1481,4615.0,2,487000
AB-00579,3641 Park Ave,Calgary,Beltline,51.065526,-114.096984,Detached,1981.0,2022-07-14,Good,False,True,False,True,6,3.0,1744,5417.0,2,791000
AB-00580,5870 Aspen Blvd,Leduc,West Haven,53.229705,-113.523509,Duplex,2012.0,2025-06-30,Average,True,True,False,False,2,2.0,1190,2777.0,2,336000
AB-00581,1725 Maple St,Calgary,Inglewood,51.051134,-113.950713,Detached,1996.0,2026-05-23,Good,False,False,False,False,5,3.0,1788,5561.0,2,843000
AB-00582,7548 Aspen Blvd,Airdrie,Coopers Crossing,51.229531,-114.018027,Townhouse,2013.0,2025-02-13,Average,False,False,False,False,3,2.5,1098,1752.0,1,300000
AB-00583,6894 Prairie Ave,Leduc,Tribute,53.255313,-113.5779,Detached,1993.0,2025-04-10,Average,True,True,False,False,4,2.5,2361,4540.0,2,874000
AB-00584,6544 Maple Way,Calgary,Seton,51.073195,-114.050207,Detached,2010.0,2024-08-26,Average,True,False,False,False,6,4.0,1805,7399.0,2,777000
AB-00585,4363 Aspen Ave,Edmonton,Summerside,53.536339,-113.455768,Detached,2010.0,2023-11-13,Good,True,True,True,False,5,3.0,2127,2886.0,2,953000
AB-00586,3733 Park Ave,Edmonton,Windermere,53.605744,-113.43769,Townhouse,2005.0,2025-09-30,Average,False,False,False,False,2,2.5,998,1773.0,2,349000
AB-00587,9863 Maple St,Edmonton,Windermere,53.533272,-113.570474,Condo,1973.0,2025-09-13,Fair,False,True,False,False,2,1.5,1059,,1,280000
AB-00588,6979 Cedar Rd,Sherwood Park,Nottingham,53.532682,-113.309193,Detached,1969.0,2025-03-04,Average,False,True,True,False,5,3.0,2653,4871.0,2,1028000
AB-00589,4269 Maple Ave,Calgary,Beltline,51.039133,-114.058597,Detached,1960.0,2024-12-07,Fair,True,False,True,False,4,2.5,2681,7862.0,3,938000
AB-00590,7990 River St,Edmonton,Summerside,53.553687,-113.543179,Detached,1976.0,2024-11-21,Average,False,False,False,False,3,2.0,2614,3798.0,2,857000
AB-00591,9726 Park Ave,Airdrie,Kings Heights,51.272831,-114.039072,Detached,2010.0,2025-01-25,Fair,False,False,False,False,3,3.5,1573,4470.0,2,540000
AB-00592,653 Aspen Rd,Edmonton,Windermere,53.588729,-113.516894,Townhouse,1968.0,2025-08-12,Average,False,False,False,False,3,2.5,1073,1910.0,1,311000
AB-00593,6189 Park Ave,Calgary,Kensington,51.051494,-114.095805,Detached,1969.0,2026-02-03,Average,True,False,False,False,4,3.5,1846,6615.0,2,817000
AB-00594,4655 Prairie Way,Calgary,Seton,51.068548,-114.053513,Condo,1987.0,2022-07-22,Fair,True,False,False,False,2,1.0,607,,1,155000
AB-00595,2133 Cedar Ave,Edmonton,Laurel,53.564819,-113.438496,Detached,1995.0,2024-10-11,Average,True,False,True,False,3,3.0,1572,4135.0,1,547000
AB-00596,366 Maple Blvd,Sherwood Park,Summerwood,53.468154,-113.322008,Condo,1965.0,2025-04-09,Average,False,True,False,False,1,2.0,950,,0,242000
AB-00597,2089 Park Way,Calgary,Seton,51.021328,-114.058751,Semi-Detached,2023.0,2025-10-22,Good,True,True,True,False,2,2.0,1277,2450.0,2,544000
AB-00598,960 Park St,Red Deer,Anders,52.24686,-113.790604,Detached,1960.0,2025-08-01,Excellent,True,False,False,False,3,3.5,942,2655.0,2,250000
AB-00599,6871 Prairie Blvd,Edmonton,Oliver,53.527681,-113.431325,Condo,1978.0,2024-12-21,Good,False,False,False,False,2,1.0,740,,0,204000
AB-00600,3473 Prairie St,Calgary,Auburn Bay,50.97013,-114.037331,Detached,1991.0,2025-01-18,Good,True,True,True,False,4,2.5,2122,5369.0,1,979000
AB-00601,5208 Prairie Blvd,Edmonton,Windermere,53.473156,-113.416189,Detached,2000.0,2025-01-08,Good,True,True,False,False,5,3.5,2178,9911.0,2,1100000
AB-00602,9557 Prairie St,Calgary,Bridgeland,51.029852,-114.097542,Duplex,1999.0,2026-02-19,Excellent,False,True,False,False,2,2.0,1530,2768.0,0,709000
AB-00603,8327 Cedar Way,Edmonton,Westmount,53.531533,-113.544653,Detached,1987.0,2025-03-14,Fair,True,True,False,False,3,3.0,1267,6100.0,2,508000
AB-00604,917 Prairie Ave,Calgary,Aspen Woods,51.057246,-114.104793,Detached,2015.0,2023-10-28,Fair,True,False,False,False,3,2.5,2515,4557.0,2,1293000
AB-00605,4495 Cedar Ave,Calgary,Aspen Woods,51.038555,-114.041811,Detached,1972.0,2025-11-12,Average,True,False,False,False,4,3.5,2258,7418.0,2,1083000
AB-00606,5542 Cedar Ave,Edmonton,Westmount,53.572175,-113.502561,Duplex,1968.0,2022-07-27,Fair,False,False,True,False,4,2.5,1812,2296.0,0,514000
AB-00607,840 Maple Way,Edmonton,Glenora,53.542032,-113.484138,Townhouse,1991.0,2025-08-15,Average,False,False,True,False,4,2.5,1372,1926.0,1,526000
AB-00608,4253 Park Blvd,Edmonton,Terwillegar,53.530156,-113.533816,Duplex,1992.0,2025-06-12,Good,True,False,False,False,3,2.0,1725,3408.0,1,650000
AB-00609,3708 Prairie Ave,Leduc,West Haven,53.238261,-113.55963,Semi-Detached,1978.0,2026-05-08,Excellent,True,False,False,False,3,2.5,1812,4378.0,1,524000
AB-00610,8732 River Rd,St. Albert,Lacombe Park,53.66538,-113.646592,Condo,2017.0,2023-06-17,Excellent,False,False,False,False,2,1.0,763,,0,267000
AB-00611,5785 Park St,Edmonton,Glenora,53.505931,-113.489966,Townhouse,2018.0,2023-01-15,Average,False,True,False,False,3,2.5,1302,1962.0,0,433000
AB-00612,9816 Maple St,Edmonton,Oliver,53.58831,-113.458817,Detached,1965.0,2026-06-03,Average,False,False,True,False,4,3.5,1865,3243.0,1,634000
AB-00613,2437 Prairie Ave,Calgary,Aspen Woods,51.105858,-114.029951,Duplex,1971.0,2026-03-18,Good,True,True,False,False,3,3.0,1875,2135.0,1,817000
AB-00614,2939 Aspen Blvd,Red Deer,Anders,52.239242,-113.838587,Detached,1998.0,2025-07-13,Average,False,True,False,False,6,2.0,2461,3872.0,2,752000
AB-00615,7258 Maple Ave,Calgary,Bridgeland,51.03564,-114.056037,Detached,1983.0,2024-06-28,Average,True,False,False,False,3,3.0,1474,6667.0,2,652000
AB-00616,2403 Aspen Rd,Calgary,Inglewood,51.054152,-114.157951,Condo,2013.0,2024-10-22,Fair,False,True,False,False,2,2.0,450,,0,149000
AB-00617,1487 Maple Rd,Edmonton,Rutherford,53.577998,-113.489041,Detached,2018.0,2024-08-12,Good,True,False,False,False,4,3.0,1334,7584.0,2,621000
AB-00618,9308 Prairie Blvd,Red Deer,Clearview,52.275093,-113.799319,Detached,1986.0,2024-07-17,Average,False,True,False,False,4,3.0,1569,5852.0,2,536000
AB-00619,4150 River St,Airdrie,Reunion,51.233779,-114.057602,Townhouse,1975.0,2025-01-07,Average,False,True,True,False,2,1.5,1533,1944.0,0,416000
AB-00620,454 River Ave,Fort McMurray,Thickwood,56.687143,-111.270475,Condo,1975.0,2024-08-04,Average,True,False,False,False,2,2.0,870,,1,218000
AB-00621,1858 Cedar Blvd,Calgary,Aspen Woods,51.037273,-114.114736,Townhouse,2010.0,2026-01-08,Average,True,False,False,True,4,2.0,1500,1836.0,1,671000
AB-00622,2693 Park Way,Edmonton,Westmount,53.557796,-113.500787,Detached,2018.0,2023-01-10,Average,True,False,False,False,5,4.0,2065,3709.0,2,796000
AB-00623,5063 Cedar St,Edmonton,Oliver,53.612169,-113.468755,Detached,1977.0,2022-08-18,Average,False,False,False,False,5,2.5,1562,4703.0,2,518000
AB-00624,6715 Maple St,Red Deer,Lancaster,52.305994,-113.832401,Duplex,2004.0,2025-12-28,Average,True,False,False,False,3,1.5,1586,1716.0,1,422000
AB-00625,6392 Cedar St,Calgary,Bridgeland,50.999649,-114.13477,Condo,1982.0,2025-09-25,Good,True,False,True,False,2,2.0,1141,,0,393000
AB-00626,8146 Cedar Rd,Calgary,Beltline,50.991523,-114.199347,Condo,1985.0,2025-12-25,Average,False,False,False,True,1,1.5,1078,,0,323000
AB-00627,1279 Park Ave,Edmonton,Windermere,53.529889,-113.512314,Detached,2012.0,2024-08-20,Average,False,True,True,False,5,3.5,2198,6640.0,2,1106000
AB-00628,1261 Aspen St,Calgary,Seton,51.051365,-114.051685,Townhouse,2014.0,2024-12-26,Good,True,True,True,False,3,1.5,882,1605.0,0,330000
AB-00629,2686 Park St,Calgary,Bridgeland,51.021661,-114.051492,Duplex,2005.0,2025-10-04,Fair,False,False,False,False,3,2.5,1459,1058.0,1,486000
AB-00630,4374 River Rd,Edmonton,Windermere,53.534111,-113.486129,Townhouse,1964.0,2024-04-09,Average,True,False,False,False,4,3.0,1364,2023.0,1,403000
AB-00631,1259 Cedar Way,Red Deer,Clearview,52.273594,-113.837594,Detached,1964.0,2026-03-18,Average,False,False,True,False,3,4.0,1857,5932.0,3,542000
AB-00632,1006 Maple Ave,Edmonton,Westmount,53.586668,-113.508931,Semi-Detached,1989.0,2025-05-16,Poor,False,False,False,True,3,2.0,1764,1560.0,1,533000
AB-00633,5721 Cedar St,St. Albert,Lacombe Park,53.60567,-113.638585,Detached,2007.0,2026-03-06,Average,False,True,False,False,4,2.0,2488,3553.0,2,942000
AB-00634,2176 Cedar Ave,Sherwood Park,Davidson Creek,53.521756,-113.286502,Detached,1967.0,2025-07-22,Fair,True,False,True,False,5,3.5,2730,4171.0,2,809000
AB-00635,5948 River Blvd,Calgary,Auburn Bay,51.03305,-114.076102,Townhouse,1986.0,2025-05-29,Average,False,False,False,False,3,1.5,1251,1958.0,2,385000
AB-00636,2346 Aspen Ave,Edmonton,Windermere,53.607523,-113.492972,Detached,1995.0,2024-11-19,Fair,True,False,False,False,5,3.5,1268,5585.0,2,527000
AB-00637,9737 Cedar Rd,Fort McMurray,Abasand,56.786288,-111.369895,Townhouse,1964.0,2026-03-14,Average,True,False,False,True,3,1.5,1523,1165.0,1,417000
AB-00638,612 Aspen Rd,Calgary,Auburn Bay,51.07183,-114.047013,Detached,1966.0,2022-09-24,Good,False,False,False,False,3,2.5,1620,7381.0,2,661000
AB-00639,1035 Maple Way,St. Albert,Lacombe Park,53.635413,-113.714118,Duplex,2014.0,2024-07-14,Good,True,False,False,False,3,2.5,1380,3640.0,1,485000
AB-00640,348 Park Rd,Red Deer,Lancaster,52.266119,-113.756346,Detached,1990.0,2025-09-26,Fair,False,False,False,True,6,3.0,1866,5571.0,3,490000
AB-00641,5359 Park Ave,Edmonton,Terwillegar,53.57269,-113.498051,Townhouse,1975.0,2026-05-22,Average,False,False,False,False,3,2.5,1385,900.0,1,409000
AB-00642,7316 River Rd,Sherwood Park,Emerald Hills,53.57766,-113.269441,Detached,2000.0,2025-08-30,Excellent,True,False,True,False,4,2.0,1561,6735.0,3,715000
AB-00643,787 Aspen Ave,Leduc,Meadowview,53.289344,-113.475073,Detached,2016.0,2025-09-16,Average,False,True,False,False,4,2.5,2210,4351.0,2,820000
AB-00644,3443 Park Way,Calgary,Beltline,50.99944,-114.046142,Townhouse,2025.0,2024-07-11,Fair,True,False,False,False,3,1.5,1167,1980.0,1,425000
AB-00645,2726 Park St,Calgary,Seton,51.03479,-114.085439,Detached,1997.0,2026-01-06,Good,False,True,False,False,4,3.0,1108,3805.0,2,438000
AB-00646,1385 Maple Ave,Calgary,Seton,51.053502,-114.080642,Condo,1979.0,2024-10-28,Average,False,False,False,False,2,1.5,935,,1,235000
AB-00647,4901 River Rd,Leduc,Meadowview,53.242475,-113.576848,Townhouse,1984.0,2025-06-03,Good,True,False,False,False,3,2.5,1612,2627.0,1,451000
AB-00648,7455 Cedar Ave,Calgary,Inglewood,51.070588,-114.157821,Detached,2021.0,2026-01-31,Good,False,True,False,False,4,3.0,1788,5032.0,3,1002000
AB-00649,2531 Aspen Blvd,Red Deer,Lancaster,52.264977,-113.812891,Detached,2013.0,2025-11-18,Average,False,False,True,False,4,2.5,1982,4706.0,1,573000
AB-00650,2268 Aspen Way,Edmonton,Westmount,53.561605,-113.45098,Duplex,1981.0,2023-04-03,Excellent,True,False,False,False,2,1.5,1868,2828.0,1,663000
AB-00651,6799 Prairie Blvd,Edmonton,Laurel,53.575737,-113.589525,Townhouse,2005.0,2025-03-19,Excellent,True,False,True,False,3,3.0,1468,1666.0,0,519000
AB-00652,7285 River Way,St. Albert,Riverside,53.646952,-113.657443,Detached,2018.0,2025-08-26,Average,False,True,True,False,5,3.0,1678,5718.0,2,705000
AB-00653,3551 Cedar Way,Calgary,Inglewood,51.074169,-114.088514,Detached,1965.0,2024-09-16,Good,True,False,True,False,4,3.5,1900,4124.0,3,696000
